4,5,1,1,88,420,0,115,0,0,0,0,0,0,0,0,6,154,265,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,124,0,0,0,0
1,2,0,3,5,359,30,35,0,0,0,0,0,0,0,0,10,263,670,0,1,0,0
82,3,20,7,251,1008,78,546,0,0,0,0,0,0,0,0,15,313,620,0,68,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,121,0,0,0,0
0,0,0,11,0,0,30,0,0,0,4,0,1,9,11,0,0,1,1,0,0,11,30
91,0,0,11,58,362,95,18,0,0,96,0,7,32,24,0,1,6,1,0,1,10,92
0,0,0,0,0,0,45,0,0,0,1,0,0,52,82,0,1,91,182,0,0,0,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,96,0,0,0,0
17,5,6,5,42,428,22,91,0,0,0,0,0,0,0,0,8,59,31,0,10,0,0
0,0,0,1,0,0,21,0,0,0,54,0,0,2,8,0,1,1,4,0,0,1,21
34,59,27,10,67,751,25,152,0,0,0,0,0,0,0,0,3,17,8,0,19,0,0
27,23,4,8,31,655,24,56,0,0,0,0,0,0,0,0,7,57,48,0,9,0,0
6,4,0,2,27,293,16,62,0,0,0,0,0,0,0,0,17,132,113,0,2,0,0
34,35,35,6,117,1496,48,439,0,0,0,0,0,0,0,0,16,299,553,0,8,0,0
6,0,3,0,27,209,1,84,0,0,0,0,0,0,0,0,10,110,94,0,0,0,0
18,6,11,3,48,519,20,152,0,0,0,0,0,0,0,0,12,142,141,0,4,0,0
2,1,0,2,4,208,23,31,0,0,0,0,0,0,0,0,9,193,615,0,0,0,0
5,0,0,3,11,129,32,28,0,0,63,0,2,4,8,0,4,26,44,0,0,3,32
20,0,100,0,211,1377,0,617,0,0,0,0,0,0,0,0,8,135,341,0,5,0,0
12,0,1,2,33,114,16,51,0,0,21,0,0,2,3,0,0,3,1,0,0,2,14
58,0,26,3,158,953,43,269,0,0,24,0,0,15,43,0,0,40,24,0,2,3,39
25,19,47,2,147,719,17,233,0,0,0,0,0,0,0,0,9,103,60,0,12,0,0
21,24,9,5,58,961,36,227,0,0,0,0,0,0,0,0,15,245,520,0,3,0,0
24,3,3,6,39,587,60,129,0,0,76,0,0,7,23,0,2,61,57,0,0,3,38
